id,zpid,address,city,state,zip_code,latitude,longitude,price,zestimate,rent_zestimate,bedrooms,bathrooms,sqft,lot_size,year_built,home_type,property_status,days_on_zillow,views,saves,price_per_sqft,hoa_fee,property_tax,description,features,images_count,listing_agent,listing_broker,last_sold_date,last_sold_price
6090,Z7974,5683 Railroad Way Unit 549,San Antonio,TX,78247,29.4905,-98.492,655749,696391,2341,1,2.5,858,0,1934,Condo,For Sale,34,1227,92,764,1500,6557,"Beautiful 1-bedroom condo in San Antonio. Built in 1934 with 858 sqft of living space. Features include pet friendly, pool, rooftop deck, gym, in-unit laundry, balcony.",Pet friendly|Pool|Rooftop deck|Gym|In-unit laundry|Balcony,36,Juan Perez,Century 21,,0
6091,Z7975,4533 Lake Circle,Tampa,FL,33672,27.9385,-82.4845,373600,355334,1334,3,2.5,1339,1025,1998,Townhouse,For Sale,5,276,82,279,0,3736,"Beautiful 3-bedroom townhouse in Tampa. Built in 1998 with 1339 sqft of living space. Features include parking, garage, courtyard, private entrance, historic, updated.",Parking|Garage|Courtyard|Private entrance|Historic|Updated,25,David Park,Keller Williams,,0
6092,Z7976,8973 Cedar Boulevard Unit 2127,Manhattan,NY,10090,40.7724,-73.8853,2445975,2342043,8735,1,2,1406,0,1953,Condo,Sold,0,1058,19,1739,1000,24459,"Beautiful 1-bedroom condo in Manhattan. Built in 1953 with 1406 sqft of living space. Features include balcony, city views, pool, ocean views, parking, rooftop deck.",Balcony|City views|Pool|Ocean views|Parking|Rooftop deck,32,Samantha Green,Keller Williams,2025-06-07,2541266
6093,Z7977,8287 Jackson Way,San Jose,CA,95143,37.3335,-121.8337,2476515,2599545,8844,3,3,2448,2828,1913,Townhouse,For Sale,85,643,50,1011,0,24765,"Beautiful 3-bedroom townhouse in San Jose. Built in 1913 with 2448 sqft of living space. Features include updated, modern, private entrance, historic, courtyard.",Updated|Modern|Private entrance|Historic|Courtyard,25,Juan Perez,Keller Williams,,0
6094,Z7978,6819 Maple Road Unit 2966,Fresno,CA,93711,36.8056,-119.7406,832,0,832,1,3,676,0,1929,Condo,For Rent,21,63,92,0,250,0,"Beautiful 1-bedroom condo in Fresno. Built in 1929 with 676 sqft of living space. Features include gym, bay views, doorman, rooftop deck, concierge, pet friendly.",Gym|Bay views|Doorman|Rooftop deck|Concierge|Pet friendly,15,Daniel Brooks,Opendoor,,0
6095,Z7979,1032 Oak Way,Atlanta,GA,30321,33.8004,-84.3694,610817,651711,2181,3,2,2366,3866,1937,Townhouse,Sold,0,1397,75,258,0,6108,"Beautiful 3-bedroom townhouse in Atlanta. Built in 1937 with 2366 sqft of living space. Features include courtyard, private entrance, parking, modern.",Courtyard|Private entrance|Parking|Modern,23,Michael Wong,Zillow Homes,2025-11-22,628694
6096,Z7980,8944 Cedar Drive,Fort Worth,TX,76173,32.7626,-97.3755,540875,551987,1931,2,3,1322,10426,1896,Single Family,For Sale,44,378,19,409,0,5408,"Beautiful 2-bedroom single family in Fort Worth. Built in 1896 with 1322 sqft of living space. Features include garage, updated kitchen, deck, smart home, hardwood floors.",Garage|Updated kitchen|Deck|Smart home|Hardwood floors,40,Maria Santos,Realogy,,0
6097,Z7981,945 Adams Drive,Charlotte,NC,28268,35.1433,-80.8399,369852,353429,1320,4,2.5,3100,2012,2024,Townhouse,For Sale,63,100,75,119,0,3698,"Beautiful 4-bedroom townhouse in Charlotte. Built in 2024 with 3100 sqft of living space. Features include historic, modern, roof deck, garage.",Historic|Modern|Roof deck|Garage,13,Robert Garcia,Berkshire Hathaway,,0
6098,Z7982,1961 Lincoln Street,San Francisco,CA,94165,37.7013,-122.3858,1027454,1018100,3669,5,3,2590,33681,1895,Single Family,For Sale,9,936,6,396,0,10274,"Beautiful 5-bedroom single family in San Francisco. Built in 1895 with 2590 sqft of living space. Features include smart home, home office, wine cellar, deck, pool, backyard.",Smart home|Home office|Wine cellar|Deck|Pool|Backyard,35,Emily Chen,Coldwell Banker,,0
6099,Z7983,6391 Railroad Circle Unit 1660,Chicago,IL,60659,41.9573,-87.715,297462,298662,1062,2,2,1783,0,1996,Condo,For Sale,31,396,91,166,0,2974,"Beautiful 2-bedroom condo in Chicago. Built in 1996 with 1783 sqft of living space. Features include rooftop deck, pet friendly, in-unit laundry.",Rooftop deck|Pet friendly|In-unit laundry,22,Samantha Green,Zillow Homes,,0
6100,Z7984,2553 Elm Way,Fresno,CA,93768,36.8025,-119.7775,958667,1019688,3423,4,1.5,3332,41868,1987,Single Family,Sold,0,1153,42,287,0,9586,"Beautiful 4-bedroom single family in Fresno. Built in 1987 with 3332 sqft of living space. Features include home office, solar panels, backyard.",Home office|Solar panels|Backyard,13,Carlos Rodriguez,Realogy,2025-04-24,998482
6101,Z7985,529 Lake Avenue Unit 3194,Sacramento,CA,95830,38.5576,-121.5079,521912,511706,1863,3,2,1473,0,1962,Condo,Sold,0,1322,41,354,1500,5219,"Beautiful 3-bedroom condo in Sacramento. Built in 1962 with 1473 sqft of living space. Features include city views, ocean views, pool.",City views|Ocean views|Pool,11,Sarah Mitchell,Compass Real Estate,2026-01-16,502947
6102,Z7986,118 Main Court,Queens,NY,11361,40.7236,-73.8066,1296938,1335798,4631,3,2.5,1328,1018,2000,Townhouse,For Sale,57,350,67,976,0,12969,"Beautiful 3-bedroom townhouse in Queens. Built in 2000 with 1328 sqft of living space. Features include courtyard, private entrance, modern.",Courtyard|Private entrance|Modern,33,Robert Garcia,Century 21,,0
6103,Z7987,5608 Meadow Way,Queens,NY,11387,40.763,-73.8738,1703537,1633736,6084,4,3,2934,1426,1911,Townhouse,Sold,0,121,86,580,0,17035,"Beautiful 4-bedroom townhouse in Queens. Built in 1911 with 2934 sqft of living space. Features include pet friendly, modern, historic, courtyard, roof deck, garage.",Pet friendly|Modern|Historic|Courtyard|Roof deck|Garage,20,Amanda Stevens,Redfin,2025-07-07,1691399
6104,Z7988,9427 Fourth Avenue Unit 1572,Portland,OR,97215,45.569,-122.6344,450489,431169,1608,2,3,1054,0,1907,Condo,For Sale,87,147,86,427,250,4504,"Beautiful 2-bedroom condo in Portland. Built in 1907 with 1054 sqft of living space. Features include bay views, parking, pet friendly.",Bay views|Parking|Pet friendly,39,Emily Chen,Redfin,,0
6105,Z7989,6963 River Lane,Sacramento,CA,95854,38.6341,-121.535,705784,692603,2520,4,2.5,1842,2893,1896,Townhouse,For Sale,38,391,68,383,0,7057,"Beautiful 4-bedroom townhouse in Sacramento. Built in 1896 with 1842 sqft of living space. Features include courtyard, private entrance, historic, parking, pet friendly, updated.",Courtyard|Private entrance|Historic|Parking|Pet friendly|Updated,12,Michael Wong,Compass Real Estate,,0
6106,Z7990,707 Forest Way,Boulder,CO,80389,39.9147,-105.1739,1519051,1616811,5425,4,1.5,1681,29854,1974,Single Family,For Sale,37,791,34,903,0,15190,"Beautiful 4-bedroom single family in Boulder. Built in 1974 with 1681 sqft of living space. Features include patio, solar panels, pool, deck.",Patio|Solar panels|Pool|Deck,40,Victoria Sterling,Redfin,,0
6107,Z7991,1442 Third Boulevard,San Diego,CA,92190,32.8073,-117.2417,1249727,1265282,4463,4,2.5,2700,2661,1968,Townhouse,For Sale,62,213,76,462,0,12497,"Beautiful 4-bedroom townhouse in San Diego. Built in 1968 with 2700 sqft of living space. Features include updated, pet friendly, historic, garden, modern, garage.",Updated|Pet friendly|Historic|Garden|Modern|Garage,21,Emily Chen,Realogy,,0
6108,Z7992,6543 Mill Way,Colorado Springs,CO,80989,38.8393,-104.7571,383204,393751,1368,5,1.5,3762,25889,1919,Single Family,For Sale,90,85,98,101,0,3832,"Beautiful 5-bedroom single family in Colorado Springs. Built in 1919 with 3762 sqft of living space. Features include updated kitchen, deck, wine cellar, pool, guest suite, solar panels.",Updated kitchen|Deck|Wine cellar|Pool|Guest suite|Solar panels,31,Daniel Brooks,RE/MAX,,0
6109,Z7993,1995 Willow Road,Miami,FL,33150,25.7904,-80.2873,2990,0,2990,3,1.5,1535,43756,1892,Single Family,For Rent,42,1306,72,0,0,0,"Beautiful 3-bedroom single family in Miami. Built in 1892 with 1535 sqft of living space. Features include guest suite, home office, updated kitchen, patio, smart home.",Guest suite|Home office|Updated kitchen|Patio|Smart home,24,Victoria Sterling,Redfin,,0
6110,Z7994,1624 First Place,Charlotte,NC,28245,35.1961,-80.7886,680249,719609,2429,4,3,2634,3936,1997,Townhouse,For Sale,77,551,5,258,0,6802,"Beautiful 4-bedroom townhouse in Charlotte. Built in 1997 with 2634 sqft of living space. Features include courtyard, roof deck, pet friendly, garden.",Courtyard|Roof deck|Pet friendly|Garden,14,Amanda Stevens,Redfin,,0
6111,Z7995,9238 Broadway Way Unit 4933,Manhattan,NY,10099,40.7286,-74.0249,1180632,1179937,4216,2,1,1907,0,1975,Condo,For Sale,56,710,64,619,0,11806,"Beautiful 2-bedroom condo in Manhattan. Built in 1975 with 1907 sqft of living space. Features include rooftop deck, parking, balcony, in-unit laundry, doorman.",Rooftop deck|Parking|Balcony|In-unit laundry|Doorman,37,Lisa Thompson,Redfin,,0
6112,Z7996,4285 Cypress Road,Raleigh,NC,27639,35.7458,-78.629,1310176,1287550,4679,3,2.5,3884,43405,1920,Single Family,Pending,0,177,9,337,0,13101,"Beautiful 3-bedroom single family in Raleigh. Built in 1920 with 3884 sqft of living space. Features include guest suite, wine cellar, deck, fire pit, home office.",Guest suite|Wine cellar|Deck|Fire pit|Home office,28,Victoria Sterling,Opendoor,,0
6113,Z7997,7228 Third Street,New York,NY,10061,40.6799,-73.9865,2550140,2610540,9107,7,5,4793,2803,1965,Multi-family,For Sale,64,603,46,532,0,25501,"Beautiful 7-bedroom multi-family in New York. Built in 1965 with 4793 sqft of living space. Features include separate meters, parking, investment property, multiple units, updated.",Separate meters|Parking|Investment property|Multiple units|Updated,10,Michael Wong,Zillow Homes,,0
6114,Z7998,3706 Monroe Place,Brooklyn,NY,11290,40.6635,-74.0091,2634249,2835864,9408,5,2,7366,2129,1997,Multi-family,For Sale,81,739,26,357,0,26342,"Beautiful 5-bedroom multi-family in Brooklyn. Built in 1997 with 7366 sqft of living space. Features include updated, separate meters, investment property, multiple units, parking.",Updated|Separate meters|Investment property|Multiple units|Parking,32,James Patterson,Redfin,,0
6115,Z7999,9169 Palm Court,Raleigh,NC,27646,35.8339,-78.6088,983928,1009455,3514,4,3.5,2445,49385,1981,Single Family,Sold,0,364,13,402,0,9839,"Beautiful 4-bedroom single family in Raleigh. Built in 1981 with 2445 sqft of living space. Features include hardwood floors, wine cellar, home office.",Hardwood floors|Wine cellar|Home office,17,Jennifer Chen,Zillow Homes,2025-05-01,1025332
6116,Z8000,7547 Fifth Boulevard,Boulder,CO,80389,40.1059,-105.2403,1155162,1135067,4125,4,3.5,1474,1231,2023,Townhouse,For Sale,16,1184,39,783,0,11551,"Beautiful 4-bedroom townhouse in Boulder. Built in 2023 with 1474 sqft of living space. Features include courtyard, historic, updated, pet friendly.",Courtyard|Historic|Updated|Pet friendly,38,Daniel Brooks,Keller Williams,,0
6117,Z8001,9609 River Road,Houston,TX,77052,29.8339,-95.419,1211319,1267454,4326,4,2.5,4616,44472,1937,Single Family,Pending,0,1267,74,262,0,12113,"Beautiful 4-bedroom single family in Houston. Built in 1937 with 4616 sqft of living space. Features include patio, fire pit, solar panels, guest suite.",Patio|Fire pit|Solar panels|Guest suite,27,Jennifer Adams,Coldwell Banker,,0
6118,Z8002,7607 Elm Drive Unit 1943,Manhattan,NY,10071,40.7534,-73.9072,1302190,1382731,4650,1,2,2076,0,1936,Condo,For Sale,85,101,7,627,0,13021,"Beautiful 1-bedroom condo in Manhattan. Built in 1936 with 2076 sqft of living space. Features include pet friendly, city views, doorman, bay views, balcony.",Pet friendly|City views|Doorman|Bay views|Balcony,22,Daniel Brooks,Century 21,,0
6119,Z8003,9821 Railroad Place Unit 116,Las Vegas,NV,89183,36.0956,-115.1684,689544,666155,2462,1,2,2177,0,1942,Condo,For Sale,34,178,14,316,0,6895,"Beautiful 1-bedroom condo in Las Vegas. Built in 1942 with 2177 sqft of living space. Features include gym, in-unit laundry, ocean views, city views.",Gym|In-unit laundry|Ocean views|City views,27,Emily Chen,Keller Williams,,0
6120,Z8004,751 Fourth Road Unit 2264,Dallas,TX,75216,32.7126,-96.7529,1018247,1065830,3636,2,2.5,2301,0,1959,Condo,For Sale,22,241,89,442,350,10182,"Beautiful 2-bedroom condo in Dallas. Built in 1959 with 2301 sqft of living space. Features include bay views, rooftop deck, concierge.",Bay views|Rooftop deck|Concierge,31,Kevin O'Brien,Zillow Homes,,0
6121,Z8005,8773 Second Drive Unit 316,Buffalo,NY,14275,42.9884,-78.8727,1773,0,1773,3,1,1803,0,2023,Condo,For Rent,74,708,83,0,1500,0,"Beautiful 3-bedroom condo in Buffalo. Built in 2023 with 1803 sqft of living space. Features include gym, pool, ocean views, in-unit laundry, doorman.",Gym|Pool|Ocean views|In-unit laundry|Doorman,33,Samantha Green,Sotheby's International,,0
6122,Z8006,7387 Magnolia Lane,Fresno,CA,93711,36.8025,-119.8018,971652,960736,3470,4,2,1918,20015,1933,Single Family,For Sale,85,1024,32,506,0,9716,"Beautiful 4-bedroom single family in Fresno. Built in 1933 with 1918 sqft of living space. Features include updated kitchen, patio, garage, solar panels, fire pit, smart home.",Updated kitchen|Patio|Garage|Solar panels|Fire pit|Smart home,35,Daniel Brooks,Redfin,,0
6123,Z8007,5568 Park Boulevard,Honolulu,HI,96884,21.2438,-157.9552,934969,946119,3339,3,2.5,1491,15948,1972,Single Family,For Sale,4,143,16,627,0,9349,"Beautiful 3-bedroom single family in Honolulu. Built in 1972 with 1491 sqft of living space. Features include solar panels, guest suite, home office.",Solar panels|Guest suite|Home office,22,Lisa Thompson,Coldwell Banker,,0
6124,Z8008,4462 Lincoln Lane,Austin,TX,78733,30.2251,-97.7877,1376426,1389760,4915,6,2,3558,26661,2004,Single Family,For Sale,45,134,41,386,0,13764,"Beautiful 6-bedroom single family in Austin. Built in 2004 with 3558 sqft of living space. Features include garage, guest suite, fire pit, backyard, solar panels, smart home.",Garage|Guest suite|Fire pit|Backyard|Solar panels|Smart home,20,Maria Santos,Zillow Homes,,0
6125,Z8009,8713 Jefferson Circle,Austin,TX,78765,30.2369,-97.6552,1644386,1640163,5872,4,1,3318,48061,1944,Single Family,Sold,0,742,62,495,0,16443,"Beautiful 4-bedroom single family in Austin. Built in 1944 with 3318 sqft of living space. Features include garage, home office, pool, backyard.",Garage|Home office|Pool|Backyard,8,Robert Garcia,Berkshire Hathaway,2025-09-13,1666235
6126,Z8010,6706 Lake Circle Unit 2717,Manhattan,NY,10071,40.6905,-74.0195,1262997,1334254,4510,2,3,2075,0,1970,Condo,For Sale,32,1157,13,608,750,12629,"Beautiful 2-bedroom condo in Manhattan. Built in 1970 with 2075 sqft of living space. Features include concierge, balcony, ocean views, pet friendly, doorman, pool.",Concierge|Balcony|Ocean views|Pet friendly|Doorman|Pool,10,Victoria Sterling,RE/MAX,,0
6127,Z8011,4085 Fourth Way,Miami,FL,33110,25.6984,-80.2897,1537540,1660224,5491,3,2.5,2524,3533,1923,Townhouse,For Sale,10,409,86,609,0,15375,"Beautiful 3-bedroom townhouse in Miami. Built in 1923 with 2524 sqft of living space. Features include private entrance, updated, garage.",Private entrance|Updated|Garage,13,Victoria Sterling,Compass Real Estate,,0
6128,Z8012,4313 Jefferson Boulevard,Boulder,CO,80360,39.9788,-105.2878,2087958,2023027,7456,4,2.5,3392,1114,1954,Townhouse,For Sale,15,87,7,615,0,20879,"Beautiful 4-bedroom townhouse in Boulder. Built in 1954 with 3392 sqft of living space. Features include private entrance, historic, modern, pet friendly, garage.",Private entrance|Historic|Modern|Pet friendly|Garage,40,Carlos Rodriguez,Berkshire Hathaway,,0
6129,Z8013,5159 Monroe Drive,Honolulu,HI,96849,21.349,-157.7779,10751,0,10751,3,1.5,2390,28062,1927,Single Family,For Rent,53,140,5,0,0,0,"Beautiful 3-bedroom single family in Honolulu. Built in 1927 with 2390 sqft of living space. Features include backyard, guest suite, wine cellar, patio.",Backyard|Guest suite|Wine cellar|Patio,28,Robert Garcia,Century 21,,0
6130,Z8014,9961 Lincoln Avenue,Bellevue,WA,98052,47.6494,-122.1093,1131495,1116413,4041,3,2.5,5582,18576,1895,Single Family,For Sale,69,507,53,202,0,11314,"Beautiful 3-bedroom single family in Bellevue. Built in 1895 with 5582 sqft of living space. Features include patio, solar panels, hardwood floors, wine cellar.",Patio|Solar panels|Hardwood floors|Wine cellar,38,Jennifer Chen,Compass Real Estate,,0
6131,Z8015,9298 River Street,Tacoma,WA,98494,47.2818,-122.3603,521164,520701,1861,5,2,5750,46365,2004,Single Family,For Sale,87,1223,21,90,0,5211,"Beautiful 5-bedroom single family in Tacoma. Built in 2004 with 5750 sqft of living space. Features include fire pit, backyard, solar panels.",Fire pit|Backyard|Solar panels,9,Emily Chen,Berkshire Hathaway,,0
6132,Z8016,3370 School Drive Unit 1893,Manhattan,NY,10030,40.8015,-73.9241,2323782,2301459,8299,1,2,1308,0,1961,Condo,For Sale,34,384,14,1776,250,23237,"Beautiful 1-bedroom condo in Manhattan. Built in 1961 with 1308 sqft of living space. Features include concierge, balcony, city views, doorman, parking.",Concierge|Balcony|City views|Doorman|Parking,22,Lisa Thompson,RE/MAX,,0
6133,Z8017,1224 Church Avenue,Jacksonville,FL,32215,30.2926,-81.5893,4419,0,4419,3,3,1187,17623,1994,Single Family,For Rent,65,394,58,0,0,0,"Beautiful 3-bedroom single family in Jacksonville. Built in 1994 with 1187 sqft of living space. Features include fire pit, guest suite, deck, wine cellar, pool.",Fire pit|Guest suite|Deck|Wine cellar|Pool,28,Juan Perez,Berkshire Hathaway,,0
6134,Z8018,1444 Third Court Unit 1949,Fresno,CA,93711,36.7401,-119.6959,263112,279218,939,2,1,2277,0,1901,Condo,Sold,0,446,96,115,0,2631,"Beautiful 2-bedroom condo in Fresno. Built in 1901 with 2277 sqft of living space. Features include city views, bay views, balcony, ocean views, rooftop deck, pool.",City views|Bay views|Balcony|Ocean views|Rooftop deck|Pool,12,Victoria Sterling,Douglas Elliman,2025-09-11,270787
6135,Z8019,3647 Meadow Road,San Francisco,CA,94161,37.7496,-122.4743,3772630,3722755,13473,2,3.5,2891,48552,1895,Single Family,For Sale,80,262,48,1304,0,37726,"Beautiful 2-bedroom single family in San Francisco. Built in 1895 with 2891 sqft of living space. Features include pool, wine cellar, hardwood floors, fire pit.",Pool|Wine cellar|Hardwood floors|Fire pit,14,Maria Santos,RE/MAX,,0
6136,Z8020,7954 Liberty Drive,San Jose,CA,95111,37.285,-121.9513,1923832,2060036,6870,4,2.5,4435,43385,2015,Single Family,For Sale,36,578,38,433,0,19238,"Beautiful 4-bedroom single family in San Jose. Built in 2015 with 4435 sqft of living space. Features include smart home, fire pit, updated kitchen, deck.",Smart home|Fire pit|Updated kitchen|Deck,34,David Park,Coldwell Banker,,0
